stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code
24_02,,中国新聞井原支局,,34.593595,133.465111428571,24_02,,0,,
25_01,,井原駅,,34.59317,133.4684,25_01,,0,,
26_01,,リフレッシュ公園前,,34.577195,133.452982857143,26_01,,0,,
27_01,,JA晴れの国岡山,,34.60033,133.4664,27_01,,0,,
27_02,,JA晴れの国岡山,,34.60024,133.4665,27_02,,0,,
28_01,,井原郵便局前,,34.5959050000001,133.46764,28_01,,0,,
28_02,,井原郵便局前,,34.5950133295777,133.468192183571,28_02,,0,,
28_03,,井原郵便局前,,34.5955815762977,133.468381567841,28_03,,0,,
29_01,,野球場,,34.591156,133.462539285714,29_01,,0,,
30_01,,市民体育館,,34.5879369038199,133.461480161816,30_01,,0,,
31_01,,弓道場,,34.584895,133.458046,31_01,,0,,
32_01,,山王,,34.57813,133.4646,32_01,,0,,
33_01,,グラウンドゴルフ場前,,34.58562,133.4664,33_01,,0,,
33_02,,グラウンドゴルフ場前,,34.58546,133.4663,33_02,,0,,
34_01,,四季が丘団地,,34.58303,133.4664,34_01,,0,,
34_02,,四季が丘団地,,34.58292,133.4663,34_02,,0,,
35_01,,宮の端,,34.576855,133.474251428572,35_01,,0,,
35_02,,宮の端,,34.57682,133.474111428571,35_02,,0,,
36_01,,大迫,,34.5738369999998,133.481061428571,36_01,,0,,
37_01,,西方上,,34.56625,133.4839,37_01,,0,,
38_01,,蔵本,,34.5675,133.4886,38_01,,0,,
39_01,,県主小学校,,34.5707,133.4875,39_01,,0,,
40_01,,淀公民館,,34.57525,133.4933,40_01,,0,,
41_01,,淀下,,34.57839,133.4917,41_01,,0,,
42_01,,西方住宅,,34.57601,133.4787,42_01,,0,,
43_01,,森脇団地,,34.58655,133.493,43_01,,0,,
44_01,,惣谷公民館,,34.585245,133.489111428571,44_01,,0,,
45_01,,西郷,,34.58862,133.4991,45_01,,0,,
46_01,,木之子中学校,,34.5907850000001,133.501931428572,46_01,,0,,
47_01,,青木,,34.594522643101,133.504394879175,47_01,,0,,
47_02,,青木,,34.5941,133.5032,47_02,,0,,
48_01,,早雲の里荏原駅,,34.59707,133.5079,48_01,,0,,
49_01,,今市,,34.59637,133.4959,49_01,,0,,
50_01,,東町,,34.59708,133.495457714286,50_01,,0,,
51_01,,中町,,34.598899,133.492701428571,51_01,,0,,
52_01,,西町,,34.599595,133.4894,52_01,,0,,
53_01,,本新町公民館,,34.59962,133.4802,53_01,,0,,
54_01,,田中生誕地,,34.59922,133.4848,54_01,,0,,
55_01,,七日市,,34.59664,133.4739,55_01,,0,,
55_02,,七日市,,34.59648,133.4737,55_02,,0,,
56_01,,興譲館入口,,34.5996205721047,133.476742345429,56_01,,0,,
57_01,,七日市西,,34.59618,133.472,57_01,,0,,
57_02,,七日市西,,34.59609,133.4719,57_02,,0,,
58_01,,井原小学校前,,34.601055,133.461362857143,58_01,,0,,
58_02,,井原小学校前,,34.6019540815369,133.461096713214,58_02,,0,,
59_01,,井原高入口,,34.60501,133.4576,59_01,,0,,
59_02,,井原高入口,,34.60525,133.4575,59_02,,0,,
60_01,,向町,,34.60928,133.4524,60_01,,0,,
60_02,,向町,,34.6087707482036,133.45353290369,60_02,,0,,
61_01,,向町中,,34.6097,133.4529,61_01,,0,,
62_01,,図書館,,34.60525,133.461594285714,62_01,,0,,
63_01,,下町上,,34.60375,133.4642,63_01,,0,,
64_01,,下町,,34.6020640037212,133.466428074808,64_01,,0,,
65_01,,余田,,34.59518,133.4935,65_01,,0,,
66_01,,笹井,,34.59186,133.4936,66_01,,0,,
67_01,,東郷,,34.59196,133.5006,67_01,,0,,
68_01,,平井入口,,34.59782,133.5189,68_01,,0,,
69_01,,末国,,34.61198,133.5254,69_01,,0,,
70_01,,ふれあいセンター,,34.600305,133.521454428571,70_01,,0,,
71_01,,高越城登口,,34.59967,133.5182,71_01,,0,,
72_01,,荏原小学校,,34.60142,133.5124,72_01,,0,,
73_01,,内寺口,,34.60386,133.5098,73_01,,0,,
74_01,,米持,,34.60068,133.5038,74_01,,0,,
75_01,,森,,34.604056,133.504073714286,75_01,,0,,
76_01,,法泉寺,,34.6091,133.4976,76_01,,0,,
77_01,,長谷,,34.60694,133.4951,77_01,,0,,
78_01,,山本住宅,,34.60464,133.4897,78_01,,0,,
79_01,,やすらぎセンター,,34.60141,133.483,79_01,,0,,
